stage,fold,mae_all,mae_peak,pinball_p90,composite
load_calendar,0,250.83443122241374,35.94179957543343,46.91057520058122,145.58187052395314
load_calendar,1,142.01126007599618,84.20370378779974,19.039679914397507,100.07467715721751
load_calendar,2,152.4165089868562,106.30019400571645,30.14323570901502,114.12695983694604
load_calendar,3,100.92477752575327,81.34818387509014,22.160574793794225,79.29895888416253
