stage,fold,mae_all,mae_peak,pinball_p90,composite
load_calendar,0,150.1837990251892,120.32918648097827,35.5536877167706,118.30139300024219
load_calendar,1,107.21467405584362,108.18571671195652,19.715182147517865,90.00608847101235
