stage,fold,mae_all,mae_peak,pinball_p90,composite
load_calendar,0,177.2078943614708,211.76565086459718,45.415123910262444,161.21666722216705
load_calendar,1,92.87115688511864,99.26609099077956,21.110510087633337,80.43750775731985
