stage,fold,mae_all,mae_peak,pinball_p90,composite
load_calendar,0,143.44502046183086,83.56995159646739,33.03239029820189,103.39997376949603
load_calendar,1,121.11518401415358,81.05562425696331,22.620969799366762,89.39847324403914
