stage,fold,mae_all,mae_peak,pinball_p90,composite
load_calendar,0,162.7963400564942,199.06241655824985,40.077985303391245,149.1324920564003
load_calendar,1,95.85129116075342,104.1797298754844,20.43762210863053,83.26708896474813
