feature,history_window_hours,mean_abs_future_correlation,horizon_1_corr,horizon_24_corr
weather_temperature_vc_halle3_c,64.0,0.6119678004347375,0.6041160375397142,0.6229161364338042
weather_temperature_vc_halle3_c,65.0,0.6133937092219335,0.6053825943183961,0.6243488594777361
weather_temperature_vc_halle3_c,66.0,0.6148088899618857,0.6066481742134343,0.625800341746192
weather_temperature_vc_halle3_c,67.0,0.6162147893085086,0.6079066882204781,0.6272801769964368
weather_temperature_vc_halle3_c,68.0,0.617612424212732,0.6092194464712927,0.6287688053642689
weather_temperature_vc_halle3_c,69.0,0.6190021240937048,0.6105256798283017,0.6303127441017842
weather_temperature_vc_halle3_c,70.0,0.6203870873593493,0.6118818567881025,0.6319198973881704
weather_temperature_vc_halle3_c,71.0,0.6217673574216417,0.6132135498427717,0.6335718889638906
weather_temperature_vc_halle3_c,72.0,0.6231453483350088,0.6145780392133395,0.635247764825962
weather_temperature_zentralgate_c,1.0,0.25561706174171145,0.23394422137694026,0.27116572681843093
weather_temperature_zentralgate_c,2.0,0.270382852647351,0.2480804908317423,0.28671873023283906
weather_temperature_zentralgate_c,3.0,0.28138260777549834,0.2582806236120346,0.29784392580155317
weather_temperature_zentralgate_c,4.0,0.2912883665596523,0.2678243358710462,0.30758856129216
weather_temperature_zentralgate_c,5.0,0.3012749549395221,0.27764349185985426,0.3176186647853601
weather_temperature_zentralgate_c,6.0,0.31181457895866815,0.28809195535299364,0.32823144737833726
weather_temperature_zentralgate_c,7.0,0.32335825129667295,0.29959002517800976,0.339638798523127
weather_temperature_zentralgate_c,8.0,0.33478280080254774,0.311051135927846,0.3507698562774901
weather_temperature_zentralgate_c,9.0,0.3458736830007078,0.32244733142723375,0.3613279147454251
weather_temperature_zentralgate_c,10.0,0.3564892142923242,0.3335106170196233,0.37132528988032165
weather_temperature_zentralgate_c,11.0,0.3665838752257802,0.3440529033284329,0.3806578246973794
weather_temperature_zentralgate_c,12.0,0.376162847336772,0.3539867200399629,0.3894901986173777
weather_temperature_zentralgate_c,13.0,0.3852419010653268,0.3634253573979421,0.39769316800483406
weather_temperature_zentralgate_c,14.0,0.39383983758738134,0.37247030576909346,0.40533824834528615
weather_temperature_zentralgate_c,15.0,0.4019641267315636,0.3807573025527202,0.4122837857830301
weather_temperature_zentralgate_c,16.0,0.4096626051729429,0.3886121702458082,0.4190897510974658
weather_temperature_zentralgate_c,17.0,0.4169608413773602,0.395948500854693,0.4255852812194191
weather_temperature_zentralgate_c,18.0,0.4238849795911855,0.4027802745926029,0.4317759785164153
weather_temperature_zentralgate_c,19.0,0.4304685687112926,0.4094037693155323,0.4377603379251737
weather_temperature_zentralgate_c,20.0,0.4367443023364343,0.41595481530685136,0.4438212556162795
weather_temperature_zentralgate_c,21.0,0.4427434130856729,0.422225816435275,0.45006490902523977
weather_temperature_zentralgate_c,22.0,0.4484960359524039,0.4284487249954217,0.4563166093298701
weather_temperature_zentralgate_c,23.0,0.4540238272203057,0.4345301684382322,0.4626211351728119
